date,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Slovenia,Slovenia,Slovenia,Slovenia,Slovenia,Slovenia,Slovenia,Slovenia,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Kuwait,Kuwait,Kuwait,Kuwait,Kuwait,Kuwait,Kuwait,Kuwait,Ireland,Ireland,Ireland,Ireland,Ireland,Ireland,Ireland,Ireland,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,France,France,France,France,France,France,France,France,Finland,Finland,Finland,Finland,Finland,Finland,Finland,Finland,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Chile,Chile,Chile,Chile,Chile,Chile,Chile,Chile,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Romania,Romania,Romania,Romania,Romania,Romania,Romania,Romania,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Israel,Israel,Israel,Israel,Israel,Israel,Israel,Israel,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Estonia,Estonia,Estonia,Estonia,Estonia,Estonia,Estonia,Estonia,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,South Korea,South Korea,South Korea,South Korea,South Korea,South Korea,South Korea,South Korea,South Africa,South Africa,South Africa,South Africa,South Africa,South Africa,South Africa,South Africa,Slovakia,Slovakia,Slovakia,Slovakia,Slovakia,Slovakia,Slovakia,Slovakia,Singapore,Singapore,Singapore,Singapore,Singapore,Singapore,Singapore,Singapore,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Lebanon,Lebanon,Lebanon,Lebanon,Lebanon,Lebanon,Lebanon,Lebanon,Jordan,Jordan,Jordan,Jordan,Jordan,Jordan,Jordan,Jordan,China,China,China,China,China,China,China,China
date,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE,indI,indH,indL,indA,indD,indK,indM,indE
01-01-2005,9935.62,0,0,1764.35,0,2110.16,0,0,0,0,0,0,0,0,0,0,506,59.47,0,29.69,0,181.44,0,0,1675.08,37.07,0,316.2,0,347.78,0,0,4400.57,20.37,0,878.87,0,1096.52,0,0,8000.57,927.72,0,1550.85,0,1865.21,0,0,91.79,0,9.94,7.72,0,9.26,0,0,591.61,0,0,258.39,0,244.67,0,0,5088.12,0,0,925.02,0,916.28,0,0,1171.25,0,0,0,0,170.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.75,36.24,0,321.71,0,253.93,0,0,0,0,0,0,0,0,0,0,11361.32,50.57,0,905.37,0,6196.95,0,0,8364.13,0,0,1357.2,0,5012.14,0,0,1665.13,0,0,171.68,0,371.5,0,0,1668.86,48.81,0,171.06,0,307.27,0,0,0,0,0,0,0,0,0,0,87.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,105.37,0,1450.92,0,987.9,0,0,1705.8,0,0,0,0,694.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3258.14,94.65,0,220.05,0,1020.76,0,0,0,0,0,0,0,0,0,0,2774.56,146.43,0,330.01,0,1020.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6186.65,0,0,523.66,0,2444.26,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718.32,0,0,0,0,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2005,9146.95,0,0,1806.9,0,2025.09,0,0,0,0,0,0,0,0,0,0,565.89,91.8,0,35.75,0,303.91,0,0,1677.76,38.64,0,319.66,0,356.72,0,0,4462.27,35.81,0,884.32,0,1115.83,0,0,8342.26,930.55,0,1621.06,0,1902.74,0,0,109.33,0,9.14,7.55,0,9.08,0,0,602.71,0,0,261.06,0,252.56,0,0,5097.27,76.38,0,874.17,0,907.76,0,0,1200.18,0,0,0,0,185.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642.89,38.79,0,326.4,0,261.56,0,0,0,0,0,0,0,0,0,0,11046.19,55.66,0,910.74,0,6409.23,0,0,8602.17,0,0,1398.6,0,5191.6,0,0,1700.22,0,0,135.94,0,389.2,0,0,1716.86,51.83,0,175.98,0,317.73,0,0,0,0,0,0,0,0,0,0,92.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787.98,115.45,0,1450.54,0,1036,0,0,1697.74,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3358.66,120.94,0,230.08,0,1042.45,0,0,0,0,0,0,0,0,0,0,2864.53,160.85,0,360.37,0,1090.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062.83,0,0,530.34,0,2455.89,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556.55,0,0,0,0,97.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2005,11061.36,0,0,1848.27,0,2652.71,0,0,0,0,0,0,0,0,0,0,917.9,175.44,0,75.74,0,612.4,0,0,1715.91,43.51,0,323.2,0,366.62,0,0,4500.59,47.09,0,890.37,0,1131.03,0,0,9152.36,1060.43,0,1700.48,0,2104.27,0,0,109.85,0,11.71,9.18,0,8.79,0,0,583.71,0,0,264.45,0,264.21,0,0,5492.61,121.55,0,887.4,0,1096.69,0,0,1239.54,0,0,0,0,199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.82,39.55,0,333.71,0,268.16,0,0,0,0,0,0,0,0,0,0,11951.12,102.02,0,915.95,0,6755.82,0,0,12076.21,0,0,1239.84,0,5350.39,0,0,2087.96,0,0,171.29,0,524.35,0,0,1786.07,59.75,0,182.21,0,329.2,0,0,0,0,0,0,0,0,0,0,94.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169.72,125.7,0,1590.3,0,1090.05,0,0,1731.91,0,0,0,0,754.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412.81,146.03,0,240.93,0,1081.15,0,0,0,0,0,0,0,0,0,0,2976.46,176.31,0,390.05,0,1161.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6123.74,150.58,0,538.84,0,2619.44,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736.08,0,0,0,0,91.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-04-2005,10615.8,0,0,1890.78,0,2622.52,0,0,0,0,0,0,0,0,0,0,819.98,154.41,0,73.6,0,635.39,0,0,1761.53,47.24,0,327.73,0,376.76,0,0,4549.58,55.05,0,896.64,0,1149.96,0,0,9358.48,1063.92,0,1693.22,0,2104.38,0,0,107.96,0,13.6,11.73,0,9.44,0,0,589.94,0,0,266.48,0,267.27,0,0,5630.31,154.51,0,925.03,0,1117.8,0,0,1342.74,0,0,0,0,215.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748.6,41.32,0,344.29,0,276.5,0,0,0,0,0,0,0,0,0,0,12642.9,127.78,0,920.84,0,6973.63,0,0,13764.9,0,0,1218.28,0,5761.9,0,0,2086.48,0,0,152.21,0,520.55,0,0,1848.96,65.83,0,189.74,0,338.36,0,0,0,0,0,0,0,0,0,0,99.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071.8,135.92,0,1500.79,0,1140.53,0,0,1751.06,0,0,0,0,789.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418.58,173.7,0,250.27,0,1109.06,0,0,0,0,0,0,0,0,0,0,3079.27,190.8,0,420.01,0,1210.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6339.56,320.03,0,546.55,0,2763.31,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881.6,0,0,0,0,158.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-05-2005,10636.9,0,0,1932.4,0,2774.18,0,0,0,0,0,0,0,0,0,0,938.21,165.05,0,75.03,0,773.26,0,0,1798.94,50.82,0,333.01,0,389.9,0,0,4590.76,60.53,0,902.91,0,1185.39,0,0,9630.18,1084.15,0,1685.47,0,2127.16,0,0,105.36,0,13.53,11.21,0,13.01,0,0,598.88,0,0,270.56,0,272.04,0,0,5858.38,199.04,0,958.42,0,1231.73,0,0,1349.05,0,0,0,0,230.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818.75,43.75,0,351.32,0,287.99,0,0,0,0,0,0,0,0,0,0,12460.42,147.07,0,925.18,0,7216.59,0,0,14328.02,0,0,1290.51,0,6222.08,0,0,2286.28,0,0,203.22,0,580.58,0,0,1918.89,73.9,0,196.76,0,351.51,0,0,0,0,0,0,0,0,0,0,103.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198.33,145.14,0,1500.25,0,1187.97,0,0,1815.92,0,0,0,0,827.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421.8,198.35,0,260.43,0,1147.09,0,0,0,0,0,0,0,0,0,0,3151.19,205.75,0,450.15,0,1271.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6619.74,474.04,0,554.74,0,2904.28,0,0,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890.99,0,0,0,0,172.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-06-2005,11968.57,0,0,1974.64,0,3166.84,0,0,0,0,0,0,0,0,0,0,1055.31,197.6,0,107.66,0,954.77,0,0,1831.3,55.06,0,338.42,0,404.39,0,0,4706.29,65.12,0,908.04,0,1218.07,0,0,10528.82,1167.77,0,1917.03,0,2331.93,0,0,105.3,0,13.75,11,0,12.93,0,0,615.62,0,0,272.25,0,281.68,0,0,6040.31,242.13,0,1006.08,0,1318.96,0,0,1406.24,0,0,0,0,245.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.37,54.54,0,359.54,0,295.76,0,0,0,0,0,0,0,0,0,0,12746.17,215.67,0,930.68,0,7454.86,0,0,13791.99,0,0,1350.48,0,6314.29,0,0,2616.35,0,0,245.87,0,693.72,0,0,1962.44,78.44,0,202.08,0,362.82,0,0,0,0,0,0,0,0,0,0,103.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3376.03,155.38,0,1600.05,0,1270.76,0,0,1897.07,0,0,0,0,861.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603.71,222.88,0,270.07,0,1166.29,0,0,0,0,0,0,0,0,0,0,3232.82,220.8,0,470.2,0,1321.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6843.06,536.81,0,561.21,0,3042.55,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931.56,0,0,0,0,218.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2005,10771.58,0,0,2016.45,0,2766.66,0,0,0,0,0,0,0,0,0,0,1006.53,190.09,0,106.16,0,929.28,0,0,1860.01,60.39,0,344.75,0,420.5,0,0,4712.27,65.95,0,914.77,0,1234.6,0,0,10052.47,1157.66,0,1628.21,0,2188.51,0,0,105.7,0,15.64,13.63,0,13.06,0,0,626.81,0,0,274.88,0,286.17,0,0,6080.85,283.55,0,966.66,0,1342.9,0,0,1632.56,0,0,0,0,258.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933.86,56.84,0,368.32,0,307.41,0,0,0,0,0,0,0,0,0,0,12865.72,289.92,0,930.36,0,7661.91,0,0,14403.27,0,0,1440.27,0,6790.21,0,0,2381.23,0,0,219.05,0,594.68,0,0,1972.01,78.46,0,205.91,0,368.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269.3,165.04,0,1580.24,0,1301.13,0,0,1979.07,0,0,0,0,899.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553.77,251.5,0,280.16,0,1181.01,0,0,0,0,0,0,0,0,0,0,3323.76,235.87,0,490.66,0,1380.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080.78,604.82,0,569.87,0,3186.94,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963.68,0,0,0,0,296.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-08-2005,11428.37,0,0,2058.64,0,2970.26,0,0,0,0,0,0,0,0,0,0,1092.3,204.96,0,93.84,0,926.93,0,0,1892.42,66.01,0,351.43,0,436.05,0,0,4855.3,79.55,0,920.5,0,1284.15,0,0,9260.47,942.51,0,1631.39,0,1912.75,0,0,125.95,0,19.87,16.74,0,13.65,0,0,644.67,0,0,277.71,0,292.36,0,0,6307.96,336.06,0,1054.94,0,1459,0,0,1688.92,0,0,0,0,270.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.44,59.12,0,375.08,0,319.17,0,0,0,0,0,0,0,0,0,0,12520.31,302.61,0,930.5,0,7513,0,0,13394.23,0,0,1510.76,0,6355.41,0,0,2090.63,28.54,0,105.6,0,497.67,0,0,2018.5,90.41,0,210.08,0,375.61,0,0,0,0,0,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265.01,175.67,0,1649.23,0,1295.74,0,0,2011.48,0,0,0,0,919.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558.2,278.11,0,290.92,0,1211.62,0,0,0,0,0,0,0,0,0,0,3326.91,235.53,0,490.66,0,1390.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947.7,625.33,0,578,0,3239.69,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187.74,0,0,0,0,350.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-09-2005,12805.45,0,0,2100.69,0,3061.87,0,0,0,0,0,0,0,0,0,0,1217.83,246.84,0,119.27,0,1142.1,0,0,1920.84,70.41,0,359.43,0,453.71,0,0,5009.13,95.02,0,926.09,0,1305.96,0,0,10210.17,1087.05,0,1840.83,0,2194.84,0,0,118.01,0,19.06,16.36,0,13.1,0,0,657.31,0,0,283.16,0,301.78,0,0,6467.15,397.18,0,1061.86,0,1542.89,0,0,1765.25,0,0,0,0,287.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084.22,60.89,0,386.75,0,341.75,0,0,0,0,0,0,0,0,0,0,14147.79,327.48,0,940.78,0,8415.03,0,0,13808.05,0,0,1571.37,0,6278.15,0,0,2375.73,36.75,0,153.09,0,601.47,0,0,2087.76,106.77,0,217.17,0,388.89,0,0,0,0,0,0,0,0,0,0,111.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424.85,185.87,0,1722.66,0,1356.28,0,0,2031.74,0,0,0,0,956.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510.48,305.91,0,300.47,0,1250.89,0,0,0,0,0,0,0,0,0,0,3398.92,250.47,0,510.88,0,1440.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7161.87,1022.55,0,585.95,0,3367.71,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206.57,0,0,0,0,427.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
